id,code,name,definition,source_id/id,system
defn_type_questionnaireresponse,QuestionnaireResponse,Questionnaire Response,"A structured set of questions and their answers. The questions are ordered and grouped into coherent subsets, corresponding to the structure of the grouping of the questionnaire being responded to.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_referralrequest,ReferralRequest,Referral Request,"Used to record and send details about a request for referral service or transfer of a patient to the care of another provider or provider organization.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_relatedperson,RelatedPerson,Related Person,"Information about a person that is involved in the care for a patient, but who is not the target of healthcare, nor has a formal responsibility in the care process.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_requestgroup,RequestGroup,Request Group,"A group of related requests that can be used to capture intended activities that have inter-dependencies such as ""give this medication after that one"".",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_researchstudy,ResearchStudy,Research Study,"A process where a researcher or organization plans and then executes a series of steps intended to increase the field of healthcare-related knowledge. This includes studies of safety, efficacy, comparative effectiveness and other information about medications, devices, therapies and other interventional and investigative techniques. A ResearchStudy involves the gathering of information about human or animal subjects.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_researchsubject,ResearchSubject,Research Subject,"A process where a researcher or organization plans and then executes a series of steps intended to increase the field of healthcare-related knowledge. This includes studies of safety, efficacy, comparative effectiveness and other information about medications, devices, therapies and other interventional and investigative techniques. A ResearchStudy involves the gathering of information about human or animal subjects.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_resource,Resource,Resource,"This is the base resource type for everything.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_riskassessment,RiskAssessment,Risk Assessment,"An assessment of the likely outcome(s) for a patient or other subject as well as the likelihood of each outcome.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_schedule,Schedule,Schedule,"A container for slots of time that may be available for booking appointments.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_searchparameter,SearchParameter,Search Parameter,"A search parameter that defines a named search item that can be used to search/filter on a resource.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_sequence,Sequence,Sequence,"Raw data describing a biological sequence.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_servicedefinition,ServiceDefinition,Service Definition,"The ServiceDefinition describes a unit of decision support functionality that is made available as a service, such as immunization modules or drug-drug interaction checking.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_slot,Slot,Slot,"A slot of time on a schedule that may be available for booking appointments.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_specimen,Specimen,Specimen,"A sample to be used for analysis.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_structuredefinition,StructureDefinition,Structure Definition,"A definition of a FHIR structure. This resource is used to describe the underlying resources, data types defined in FHIR, and also for describing extensions and constraints on resources and data types.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_structuremap,StructureMap,Structure Map,"A Map of relationships between 2 structures that can be used to transform data.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_subscription,Subscription,Subscription,"The subscription resource is used to define a push based subscription from a server to another system. Once a subscription is registered with the server, the server checks every resource that is created or updated, and if the resource matches the given criteria, it sends a message on the defined ""channel"" so that another system is able to take an appropriate action.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_substance,Substance,Substance,"A homogeneous material with a definite composition.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_supplydelivery,SupplyDelivery,Supply Delivery,"Record of delivery of what is supplied.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_supplyrequest,SupplyRequest,Supply Request,"A record of a request for a medication, substance or device used in the healthcare setting.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_task,Task,Task,"A task to be performed.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_testreport,TestReport,Test Report,"A summary of information based on the results of executing a TestScript.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_testscript,TestScript,Test Script,"A structured set of tests against a FHIR server implementation to determine compliance against the FHIR specification.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_valueset,ValueSet,Value Set,"A value set specifies a set of codes drawn from one or more code systems.",base.hl7fhir,http://hl7.org/fhir/resource-types
defn_type_visionprescription,VisionPrescription,Vision Prescription,"An authorization for the supply of glasses and/or contact lenses to a patient.",base.hl7fhir,http://hl7.org/fhir/resource-types
